hostname,st_teff,st_lum,st_mass,st_rad,st_logg,st_met,st_age,sy_dist_log,sy_pm,sy_snum,sy_gaiamag,st_spectype_group,sy_pnum,hz_pnum,has_hz_planet,st_logg_filled
Kepler-976,5232.0,-0.3342830240157213,0.87,0.83,4.55,0.07,4.68,3.005356426216926,8.9546396,1,15.8033,,1,0,0,False
Kepler-1011,5416.0,-0.22343018302402368,0.91,0.88,4.52,0.08,4.47,2.867337238912337,3.0630409,1,15.2028,,1,0,0,False
Kepler-990,5948.0,0.11722120034085314,1.05,1.08,4.39,0.01,3.55,2.9042626261492233,19.3218188,1,14.4949,,2,0,0,False
Kepler-1056,6127.0,0.2602438633903528,1.12,1.2,4.33,0.02,2.95,2.9923369793250396,1.456651,1,14.5601,,1,0,0,False
Kepler-1022,4445.0,-0.7906052633953098,0.71,0.68,4.64,0.06,3.63,2.623292717674763,17.3590315,1,15.3772,,1,0,0,False
Kepler-1046,5913.0,0.0741880445612708,1.04,1.04,4.42,0.0,3.63,2.8582568006609455,7.4679977,1,13.2479,,1,0,0,False
Kepler-1000,6469.13,0.7147,1.32,1.81263,4.04202,0.0099,,3.0475162913700795,6.4669742,1,13.1923,,1,0,0,False
Kepler-1037,5105.0,-0.4309379589600356,0.82,0.78,4.57,-0.03,5.13,2.650223959555219,16.3577555,1,14.2311,,1,0,0,False
Kepler-989,5074.0,-0.4415190931089041,0.82,0.78,4.58,0.01,4.68,2.691945682661213,41.3962253,1,14.4083,,1,0,0,False
Kepler-1019,4433.0,-0.8081696194337217,0.7,0.67,4.64,0.01,3.55,2.2882089698408765,18.7627879,1,13.5934,,1,0,0,False
Kepler-994,3934.0,-1.2029852080535037,0.56,0.54,4.72,-0.13,3.24,2.2745226881461504,36.4618494,1,14.4653,,1,0,0,False
Kepler-1043,5629.0,-0.13690013651325403,0.92,0.9,4.5,-0.11,4.47,2.955847395129205,5.64605,1,14.7617,,1,0,0,False
Kepler-992,4944.0,-0.5323328622477225,0.8,0.74,4.6,-0.04,3.02,2.4143699277764554,24.8928262,1,13.3901,,1,0,0,False
Kepler-981,5633.52,-0.08124,1.0,0.956036,4.47712,0.137,,2.9435350745446422,3.6739975,1,14.7044,,1,0,0,False
Kepler-1049,3864.0,-1.3185695190018623,0.51,0.49,4.77,-0.33,3.8,2.2095310992255794,28.6225184,1,14.1559,,1,0,0,False
Kepler-969,5216.22,-0.38876,0.89,0.782639,4.60033,0.1843,,2.591458633986417,2.3957783,1,13.7221,,2,0,0,False
Kepler-954,4950.3,-0.5722,0.815,0.703544,4.65464,0.257,,2.334079614237214,20.3513105,1,12.9432,,1,0,0,False
Kepler-1040,5694.0,-0.060897832709830645,0.98,0.96,4.47,0.01,4.17,2.6831542470867387,21.7937685,1,13.3216,,1,1,1,False
Kepler-1050,5870.68,0.05871,1.06,1.03426,4.43412,0.1347,,2.6906283866445433,4.2743674,1,13.0723,,2,0,0,False
Kepler-957,4834.46,-0.46836,0.78,0.831335,4.49061,0.074,,2.9162896752085787,4.3249811,1,15.6906,,1,0,0,False
Kepler-956,5921.42,0.05208,1.08,1.00889,4.46381,0.0545,,2.736347890448964,17.2616591,1,13.2889,,1,0,0,False
Kepler-998,6058.0,0.22597094056688585,1.12,1.18,4.34,0.07,3.31,2.9940372131348587,2.3015076,1,14.3408,,1,0,0,False
Kepler-1041,5957.0,0.11984776133656579,1.06,1.08,4.4,0.01,3.55,3.171966199907938,1.527279,1,14.4422,,1,0,0,False
Kepler-991,4392.0,-0.9058011542430365,0.64,0.61,4.67,-0.25,3.47,2.590575471993553,21.596226,1,15.1476,,1,1,1,False
Kepler-1023,5494.0,-0.1887755164047145,0.93,0.89,4.51,0.05,4.47,2.8414689689470993,7.7872498,1,14.502,,1,0,0,False
Kepler-1028,5522.0,-0.19968603558249812,0.9,0.87,4.52,-0.09,4.68,2.7838435739162173,19.1974309,1,14.3098,,1,0,0,False
Kepler-1004,4972.0,0.7994137262518803,1.11,3.39,3.43,-0.04,7.76,3.061708757838485,5.1979227,1,13.3998,,1,0,0,False
Kepler-997,6150.0,0.4946395097778774,1.22,1.56,4.14,0.05,3.63,2.669844780721251,13.5073471,1,11.8477,,1,0,0,False
Kepler-973,5200.66,-0.34416,0.884,0.828814,4.54761,0.07,,2.5165618141552764,16.0675072,1,13.234,,1,0,0,False
Kepler-1036,5533.0,-0.1764874558862773,0.95,0.89,4.52,0.04,3.24,2.689695022971142,9.4728872,1,13.7635,,1,0,0,False
Kepler-966,5840.0,0.03574158194072024,1.02,1.02,4.43,0.04,4.07,3.011908613349154,5.2554737,1,14.4435,,1,0,0,False
Kepler-1061,6067.0,0.14355338511389956,1.09,1.07,4.42,-0.03,2.14,2.7350996531988936,3.8547435,1,13.2037,,1,0,0,False
Kepler-1047,5566.56,0.42359,0.98,1.75095,3.94275,0.2204,,2.9125658476316127,11.0136344,1,13.3291,,2,0,0,False
Kepler-1062,4597.0,-0.7070160550029606,0.75,0.7,4.62,0.11,2.45,2.5992879647962854,2.3646029,1,14.8053,,1,0,0,False
Kepler-1063,5945.0,0.163306988459074,1.09,1.14,4.37,0.09,3.39,2.535580179027591,36.2232619,2,,,1,0,0,False
Kepler-1112,6496.0,0.578515356572689,1.34,1.54,4.19,0.04,2.09,3.2230492160621247,0.5526952,1,14.5611,,1,0,0,False
Kepler-1113,5987.06,0.07994,1.1,1.01905,4.46307,0.167,,3.03095575412935,3.598147,1,14.7828,,1,0,0,False
Kepler-1114,5374.0,-0.28776331689196627,0.87,0.83,4.55,-0.08,4.27,2.6216093213090432,25.3517413,1,13.7579,,1,0,0,False
Kepler-1115,8480.0,1.1425654652517334,1.6,1.73,4.17,-0.51,1.12,2.9926617466119847,0.4311988,1,11.8822,,1,0,0,False
Kepler-1116,5641.0,-0.10471985402326765,0.95,0.93,4.48,0.01,4.9,3.00370604588912,7.7615764,1,15.2352,,1,0,0,False
Kepler-1117,5380.52,-0.22396,0.93,0.889247,4.50851,0.2383,,2.7547205378138715,9.1132099,1,14.1237,,1,0,0,False
Kepler-1118,5688.0,-0.053728330613383335,0.96,0.97,4.46,0.0,4.07,2.948571884566766,7.6174543,1,14.956,,1,0,0,False
Kepler-1119,6083.0,0.22573283931130378,1.11,1.17,4.35,0.03,3.09,3.2448286090727048,6.1546297,1,15.0671,,1,0,0,False
Kepler-1120,4904.0,-0.5464448645293257,0.78,0.74,4.6,-0.04,4.68,2.7890382103917917,12.3195047,1,15.3045,,1,0,0,False
Kepler-1121,6231.0,0.5339151036272368,1.29,1.59,4.14,0.12,3.02,2.6830893843914034,7.3197582,1,12.017,,1,0,0,False
Kepler-1122,5544.0,-0.17303725032788572,0.92,0.89,4.51,-0.03,4.68,3.0900533818031333,1.8676772,1,15.1025,,1,0,0,False
Kepler-1123,5286.88,-0.29455,0.91,0.849139,4.53915,0.074,,2.847771870715188,9.3651135,1,14.8069,,1,0,0,False
Kepler-1124,3658.0,-1.7311775113866101,0.35,0.34,4.93,-0.59,3.39,2.462246717268654,6.3491246,1,15.9678,,1,0,0,False
Kepler-1125,5683.0,-0.08254381865439402,0.95,0.94,4.47,-0.09,4.17,3.3035006049521143,12.9694927,1,14.8766,,1,0,0,False
Kepler-1068,5806.0,0.017040723515192233,1.01,1.01,4.43,0.03,4.17,3.1683825600094533,9.1817533,1,15.8316,,1,0,0,False
Kepler-1127,5664.0,-0.0791699607281666,0.97,0.95,4.47,0.04,4.37,2.9255487742234525,26.0741566,1,15.1325,,1,0,0,False
Kepler-1128,4807.01,-0.19585,0.78,1.15074,4.20821,0.2876,,3.03479283985814,9.0800298,1,15.6861,,1,0,0,False
Kepler-1129,5595.1,-0.0274,0.99,1.03118,4.40703,0.1582,,3.073307683823568,6.6863933,1,15.2572,,2,0,0,False
Kepler-1131,5851.0,0.05587692100772109,1.03,1.04,4.42,0.05,4.17,3.0131322760460035,0.8787473,1,14.9375,,1,0,0,False
Kepler-1132,5298.0,-0.31250614943571603,0.87,0.83,4.55,-0.01,4.57,2.938485200394957,10.6314046,1,15.4722,,1,0,0,False
Kepler-1133,5368.26,-0.20972,0.93,0.908082,4.4903,0.0953,,2.876872830782413,5.7429282,1,14.8099,,1,0,0,False
Kepler-1069,5562.56,0.37196,0.98,1.65229,3.99312,0.1968,,2.842588647573674,25.4006536,1,13.098,,1,0,0,False
Kepler-1134,5281.0,-0.3392754423214338,0.84,0.81,4.56,-0.1,4.9,2.975176671742235,45.5905056,1,15.8249,,1,0,0,False
Kepler-1135,5559.78,0.43703,0.98,1.78259,3.92719,-0.337,,3.118806842241467,8.3244814,1,14.2953,,1,0,0,False
Kepler-1070,6154.96,0.28486,1.17,1.22077,4.33299,-0.071,,2.9726660547733,4.1105946,1,13.913,,1,0,0,False
Kepler-1136,4512.0,-0.7646159607190963,0.72,0.68,4.63,0.03,3.24,2.691440454852616,13.9065819,1,15.6422,,1,0,0,False
Kepler-1137,6807.0,0.8143484984047539,1.5,1.84,4.08,0.05,1.58,2.9646263386413776,3.5219535,1,12.6907,,1,0,0,False
Kepler-1138,5582.0,-0.13237516673115315,0.95,0.92,4.49,0.04,4.37,2.9406798126917306,10.6477528,1,15.3357,,1,0,0,False
Kepler-1071,5221.46,-0.31262,0.89,0.852627,4.52594,0.1895,,3.0179802375055083,9.9155918,1,15.8291,,1,0,0,False
Kepler-1139,5550.0,-0.1518554328998205,0.94,0.91,4.5,0.05,4.47,2.694742045934925,6.9174988,1,14.1349,,1,0,0,False
Kepler-1140,4850.0,-0.5774974753827462,0.76,0.73,4.61,-0.08,5.01,2.8172214996228373,14.3417692,1,15.4527,,1,0,0,False
Kepler-1141,5791.0,0.06267166507120267,1.01,1.07,4.38,0.04,6.17,2.595101429685927,10.807147,1,12.3348,,1,0,0,False
Kepler-1142,5685.0,-0.06364580785856144,0.97,0.96,4.46,0.02,5.37,3.1050023595295264,13.0839846,1,14.2783,,1,0,0,False
Kepler-1143,5053.0,-0.45993150673482686,0.81,0.77,4.58,-0.06,4.79,2.744440852823912,11.6200137,1,15.1938,,2,1,1,False
Kepler-1072,6199.0,0.3633242577852812,1.2,1.32,4.27,0.07,2.88,2.9924280270351753,9.3299576,1,13.842,,1,0,0,False
Kepler-1144,5753.0,-0.04299018785157864,0.98,0.96,4.47,-0.03,3.98,3.0571219443087028,18.4951501,1,14.9125,,1,0,0,False
Kepler-1145,5064.0,-0.4790128352121178,0.79,0.75,4.59,-0.13,4.79,2.8400816176329187,7.1787081,1,15.4499,,1,0,0,False
Kepler-1146,4692.0,-0.6714820562302324,0.74,0.7,4.62,-0.06,4.9,2.8469787997627773,12.5294691,1,15.8497,,1,0,0,False
Kepler-1147,5685.03,0.23534,1.01,1.35162,4.18068,0.0647,,3.2194168530373624,8.4361643,1,15.3564,,1,0,0,False
Kepler-1148,5054.0,-0.45958774935216506,0.81,0.77,4.58,-0.02,4.57,2.796360602191735,6.5863386,1,15.2812,,1,0,0,False
Kepler-1149,5604.94,0.16546,0.99,1.28305,4.21722,0.0789,,3.085551005448927,13.1389115,1,14.9307,,1,0,0,False
Kepler-1150,4754.0,-0.6242084476015297,0.76,0.72,4.61,0.01,4.68,2.5545109650370983,5.6103509,2,14.4231,,1,0,0,False
Kepler-1151,5350.63,-0.34196,0.93,0.784985,4.61683,-0.315,,2.8340619287529036,2.8795424,1,14.8569,,1,0,0,False
Kepler-1064,5153.0,-0.4036153976075307,0.85,0.79,4.57,0.0,3.89,,33.6747461,1,13.7409,,1,0,0,False
Kepler-1153,5470.0,-0.20619550039865214,0.91,0.88,4.52,0.03,4.57,3.0490202185365622,7.6532284,1,15.7976,,1,0,0,False
Kepler-1154,6327.0,0.4683532627340063,1.26,1.43,4.23,0.04,2.29,3.164382600963169,2.9893452,1,14.7792,,2,0,0,False
Kepler-1155,5842.0,0.044810509927755524,1.03,1.03,4.43,0.04,3.72,3.0525862204576857,7.4770583,1,14.7392,,1,0,0,False
Kepler-1156,5778.0,0.0,1.0,1.0,4.44,0.02,4.47,2.8396860315346597,10.4667754,1,14.1258,,1,0,0,False
Kepler-1157,4679.0,-0.6639812718258412,0.76,0.71,4.62,0.05,3.39,2.534208928404406,26.326567,1,14.3769,,1,0,0,False
Kepler-1158,6116.64,0.84033,1.15,2.34311,3.75918,0.0798,,3.171507057598096,4.0509223,1,13.5744,,1,0,0,False
Kepler-1159,5805.59,0.29847,1.04,1.39378,4.16671,0.0664,,3.0841149301947164,18.2116017,1,14.5451,,1,0,0,False
Kepler-1160,5519.0,-0.1808885604818328,0.92,0.89,4.51,0.01,4.57,3.0324696731502496,2.4769907,1,15.8003,,1,0,0,False
Kepler-1161,4512.48,-0.65314,0.71,0.771349,4.51482,-0.163,,2.738563356938505,19.3793528,1,15.8004,,1,0,0,False
Kepler-1163,6302.0,0.41147098230922297,1.22,1.35,4.26,0.02,2.88,2.6800153412445353,2.3174338,1,12.1183,,1,0,0,False
Kepler-1164,5183.0,-0.39353113209370494,0.85,0.79,4.57,-0.03,3.63,2.6351035727928456,2.5085694,1,14.0899,,1,0,0,False
Kepler-1166,5392.42,-0.25594,0.94,0.853322,4.54897,0.157,,2.8027094312712,0.1661007,1,14.466,,1,0,0,False
Kepler-1167,4971.0,-0.5112125706933158,0.79,0.75,4.6,-0.05,4.27,2.9142929008916725,15.4644749,1,15.9292,,1,0,0,False
Kepler-1168,5157.0,-0.3698939196384198,0.87,0.82,4.56,0.13,4.27,2.876602298197299,15.1278893,1,15.6088,,1,0,0,False
Kepler-1169,5959.63,0.26202,1.09,1.26831,4.26905,0.2029,,2.718354684787175,4.6376528,1,12.6852,,1,0,0,False
Kepler-1170,5069.0,-0.4657938005775229,0.8,0.76,4.58,-0.09,4.9,3.021375385403673,16.279347,1,15.9093,,1,0,0,False
Kepler-1171,7044.0,0.9242364618732806,1.58,1.95,4.05,-0.01,1.35,2.75815462196739,4.0547986,1,11.4587,,1,0,0,False
Kepler-1172,5558.0,-0.1686559669774747,0.92,0.89,4.51,-0.04,4.37,3.116119386267611,6.7060257,1,15.8463,,1,0,0,False
Kepler-1173,5084.02,-0.43521,0.852,0.780967,4.58324,0.2505,,2.576410463191415,31.5845975,1,13.8043,,1,0,0,False
Kepler-1174,5936.0,0.08093209764873079,1.04,1.04,4.42,-0.04,3.55,3.148833929054163,2.8362024,1,14.159,,1,0,0,False
Kepler-1175,5453.0,-0.2315712567982921,0.9,0.86,4.53,-0.04,4.17,3.049950276942472,22.0596803,1,15.9163,,1,0,0,False
Kepler-1176,5844.0,0.03693102254015918,1.01,1.02,4.42,-0.01,3.8,2.936864956726596,10.4609307,1,15.0496,,1,0,0,False
Kepler-1074,4002.0,-1.1262521014869593,0.6,0.57,4.7,-0.06,3.55,2.399356968984764,30.0793037,1,15.0056,,1,0,0,False
Kepler-1177,5712.0,-0.04641388642775103,0.98,0.97,4.46,0.02,4.47,3.113933330010843,2.8999773,1,14.5078,,1,0,0,False
Kepler-1179,5212.0,-0.36212248411322473,0.84,0.81,4.56,-0.03,4.9,2.618262574752094,37.1092703,1,14.0675,,1,0,0,False
Kepler-1075,3959.0,-1.1919806233779568,0.56,0.54,4.72,-0.17,2.95,2.4643032109305323,27.1446442,1,15.3697,,1,0,0,False
Kepler-1180,6077.0,0.20145649802949814,1.09,1.14,4.36,0.0,3.09,3.203250523943296,14.3399581,1,14.9844,,1,0,0,False
Kepler-1182,5924.0,0.08572864750384722,1.04,1.05,4.41,0.01,3.39,3.1890380976599673,7.410793,1,15.3453,,1,0,0,False
Kepler-1183,5765.0,-0.01264251431474136,1.0,0.99,4.45,0.04,4.27,3.28311797206058,3.1269829,1,15.8301,,1,0,0,False
Kepler-1184,5983.0,0.11933341670589247,1.05,1.07,4.41,-0.04,3.55,3.0636485490995016,9.5981812,1,14.9314,,1,0,0,False
Kepler-1076,4868.0,-0.5592444323386506,0.79,0.74,4.6,-0.01,3.72,,8.7438083,1,12.9489,,1,0,0,False
Kepler-1065,5635.0,-0.10656857139634089,0.94,0.93,4.49,-0.01,4.47,3.05017861162011,2.4197865,1,15.5016,,2,0,0,False
Kepler-1077,5816.0,0.028587784895048318,1.02,1.02,4.43,0.03,4.17,3.0419529582999547,4.3215987,1,14.9984,,1,0,0,False
Kepler-1078,5422.86,0.50027,0.94,2.01527,3.80253,-0.324,,3.3947510306848163,0.4713451,1,15.6075,,1,0,0,False
Kepler-1079,5758.0,0.2610543088759754,1.08,1.36,4.21,0.21,6.61,2.7716594899013605,15.8655393,1,,,1,0,0,False
Kepler-1080,6578.02,0.86064,1.37,2.07388,3.94122,0.196,,3.1407656522030454,2.8398099,1,13.4086,,1,0,0,False
Kepler-1066,5560.36,-0.18995,0.98,0.865904,4.55435,0.111,,2.5368752104942516,9.5176425,1,13.0239,,1,0,0,False
Kepler-1081,5180.78,-0.30601,0.88,0.872681,4.50084,0.161,,2.623471550927996,56.6520855,1,13.7114,,1,0,0,False
Kepler-1082,5923.0,0.15686648320400653,1.03,1.14,4.33,-0.06,5.75,2.8689716520739243,9.2360172,1,13.3417,,1,0,0,False
Kepler-1083,5049.0,-0.4613072169058037,0.81,0.77,4.58,-0.02,4.68,2.955511207154344,6.8211877,1,15.8498,,1,0,0,False
Kepler-1084,6113.0,0.31232737242214514,1.12,1.28,4.27,-0.02,4.07,2.6080262004331662,2.9016195,1,12.1577,,1,0,0,False
Kepler-1086,4350.0,-0.8540652511304259,0.7,0.66,4.65,0.06,2.88,2.668464194477364,5.0000712,2,15.5551,,2,1,1,False
Kepler-1087,5267.04,-0.09746,0.9,1.07347,4.33073,0.3771,,2.5594553465225878,15.1858033,1,12.9007,,1,0,0,False
Kepler-1088,5975.0,0.12508899942188798,1.08,1.08,4.4,0.05,3.02,2.4481325486923318,19.5913041,1,11.778,,1,0,0,False
Kepler-1089,3753.0,-1.3692037323233557,0.52,0.49,4.76,-0.09,3.72,2.41384941067213,28.6411651,1,15.5982,,1,0,0,False
Kepler-1091,5851.0,0.047484691820504764,1.01,1.03,4.42,0.0,3.47,2.9610882447654685,6.4675035,1,14.7151,,1,0,0,False
Kepler-1092,5871.16,0.09586,1.06,1.07928,4.3971,-0.2905,,2.9917721456053874,10.7252859,1,14.6163,,1,0,0,False
Kepler-1093,6166.0,0.2712664236244948,1.13,1.2,4.33,-0.01,2.95,3.030551149503481,6.3046433,1,13.8084,,2,0,0,False
Kepler-1094,5675.41,0.17811,1.01,1.26973,4.23496,-0.1876,,3.1109296062695178,9.7424147,1,14.9607,,1,0,0,False
Kepler-1095,5606.38,-0.09285,0.99,0.95249,4.47598,-0.0662,,2.8990113268468707,17.2030806,1,14.5261,,1,0,0,False
Kepler-1096,4471.04,-0.84044,0.701,0.633312,4.68055,0.2582,,2.577464224708996,19.3334858,1,15.0615,,1,0,0,False
Kepler-1097,5211.0,-0.3841716747847853,0.82,0.79,4.57,-0.11,4.9,2.8572130490239736,3.1045661,1,15.2071,,1,1,1,False
Kepler-1098,5794.0,-0.003925797366640686,0.99,0.99,4.45,-0.02,3.98,3.020854142606921,18.8459896,1,14.7332,,1,0,0,False
Kepler-1099,5837.0,0.017648623207927063,1.01,1.0,4.45,-0.02,3.63,3.0097907193542977,13.2127615,1,15.1336,,1,0,0,False
Kepler-1100,5949.92,0.08792,1.09,1.04134,4.44031,-0.084,,2.841120354939954,3.321223,1,13.8225,,1,0,0,False
Kepler-1101,5391.5,-0.35135,0.94,0.764821,4.64408,-0.1578,,2.8706806651754913,19.4864918,1,15.0958,,1,0,0,False
Kepler-1102,5724.0,-0.07005594248236033,0.96,0.94,4.48,-0.08,4.37,3.095535469520918,6.1932858,1,14.9224,,1,0,0,False
Kepler-1103,6092.0,0.21332510933053048,1.11,1.15,4.36,-0.01,3.31,3.124478140298288,7.1529434,1,14.0732,,1,0,0,False
Kepler-1104,6461.83,0.51439,1.31,1.44256,4.23707,0.221,,2.724814715874993,10.6963443,1,12.0831,,1,0,0,False
Kepler-1105,4299.0,-0.8486225441522122,0.71,0.68,4.62,0.28,8.71,2.5024325827737472,11.8989702,1,15.1422,,1,0,0,False
Kepler-1106,6104.0,0.23171967324690698,1.11,1.17,4.35,0.0,3.09,3.037705313135537,15.4302013,1,14.6276,,1,0,0,False
Kepler-1107,5136.03,-0.41703,0.87,0.78142,4.59182,0.2485,,2.632252751052742,6.7335247,1,14.1282,,1,0,0,False
Kepler-1108,5406.0,-0.26704741245812297,0.88,0.84,4.54,-0.09,4.17,2.885192106315066,7.3257882,1,14.9192,,1,0,0,False
Kepler-1109,5380.67,-0.07583,0.93,1.05454,4.36042,0.0214,,2.835745726559186,6.309453,1,14.2665,,1,0,0,False
Kepler-1110,4753.2,-0.63653,0.76,0.70862,4.61805,-0.1258,,2.861431649526561,13.8243834,1,15.8872,,1,0,0,False
Kepler-1111,6077.0,0.20904247606377632,1.1,1.15,4.36,0.02,3.16,2.925072699357509,3.0087995,1,14.7155,,1,0,0,False
Kepler-1152,3964.0,-1.2060238275781836,0.55,0.53,4.73,-0.25,3.47,2.332908859090826,32.4272471,1,14.5976,,1,0,0,False
Kepler-1186,5635.0,-0.10656857139634089,0.95,0.93,4.49,0.0,4.47,3.1262126065670546,3.7528148,1,15.2673,,1,0,0,False
Kepler-1187,5975.0,0.13309448432923585,1.06,1.09,4.39,-0.01,3.39,3.0088257759731616,8.0766725,1,14.5664,,1,0,0,False
Kepler-1188,5913.0,0.09073309649325065,1.04,1.06,4.4,0.0,4.17,3.234891688415599,4.845228,1,14.9676,,1,0,0,False
Kepler-1189,5572.03,0.04086,0.98,1.12476,4.32718,0.3639,,2.8936796654312977,9.4800067,1,14.249,,1,0,0,False
Kepler-1190,4521.62,-0.7272,0.711,0.705447,4.59301,-0.264,,2.5346719877962793,8.4927012,1,14.494,,1,0,0,False
Kepler-1191,5308.0,-0.3304164555058213,0.85,0.81,4.56,-0.08,4.57,2.9802470538262242,9.7881334,1,15.3125,,1,0,0,False
Kepler-1192,5438.0,-0.2671971522746394,0.86,0.83,4.55,-0.16,4.47,3.11534086589025,13.460085,1,15.6807,,1,0,0,False
Kepler-1193,5856.28,0.35069,1.06,1.45463,4.13787,0.059,,2.904237179402547,10.3444568,1,13.4208,,1,0,0,False
Kepler-1194,5590.0,-0.12988726379590887,0.94,0.92,4.49,0.0,4.79,2.879314979430745,14.2863096,1,14.1034,,1,0,0,False
Kepler-1195,4965.0,-0.5609164412689621,0.74,0.71,4.61,-0.25,4.47,2.9631103663097975,14.024655,1,15.9123,,1,0,0,False
Kepler-1196,5756.0,-0.03308354044195258,0.98,0.97,4.46,0.0,3.98,2.9648877474662623,14.7168678,1,14.8324,,1,0,0,False
Kepler-1197,4708.0,-0.6410993404845875,0.78,0.72,4.62,0.06,2.69,2.687475451411264,8.947158,1,15.1132,,1,0,0,False
Kepler-1198,5517.0,-0.17181319532310305,0.93,0.9,4.5,0.03,4.68,2.8710063488499866,11.1778134,1,14.7693,,1,0,0,False
Kepler-1199,5889.0,0.16942779073828515,0.94,1.17,4.27,-0.27,7.76,2.7508885253861077,13.5631058,1,13.0302,,1,0,0,False
Kepler-1200,4612.0,-0.7013568755135534,0.74,0.7,4.63,0.04,3.02,2.7699051014385265,0.8037501,1,15.7889,,1,0,0,False
Kepler-1201,6177.0,0.3028436256425328,1.15,1.24,4.32,0.03,2.95,2.975082854056656,11.3985817,1,14.7003,,1,0,0,False
Kepler-1202,5834.0,0.05082222770770358,1.03,1.04,4.42,0.06,4.17,3.070178296584662,4.7158761,1,15.6084,,1,0,0,False
Kepler-1203,4105.0,-1.0231978341893402,0.64,0.61,4.67,0.01,3.47,2.5010894014829685,11.0516071,1,14.9147,,1,0,0,False
Kepler-1204,5825.0,0.039748018169858165,1.03,1.03,4.42,0.06,4.27,3.0701191737077695,3.7969122,1,15.295,,1,0,0,False
Kepler-1205,5226.0,-0.35746249071018577,0.84,0.81,4.56,-0.04,4.9,2.844157084054815,3.4212768,1,15.1303,,1,0,0,False
Kepler-1206,4877.0,-0.5443766008830473,0.8,0.75,4.6,0.07,3.55,2.8819658000696315,2.6201287,1,15.9286,,1,0,0,False
Kepler-1207,5909.0,0.08955754041549373,1.06,1.06,4.41,0.05,3.63,3.244076630924356,5.2024972,1,14.4485,,1,0,0,False
Kepler-1209,6210.0,0.40501442347608113,1.23,1.38,4.24,0.12,3.09,2.703747792402074,9.7421866,1,12.4115,,1,0,0,False
Kepler-1210,5568.0,-0.13673758893157933,0.94,0.92,4.49,0.04,5.13,3.0706030056032825,3.9173821,1,15.566,,1,0,0,False
Kepler-1211,5705.0,-0.0758318478163816,0.96,0.94,4.48,-0.08,4.17,3.2616268097138046,11.7671817,1,15.8278,,1,0,0,False
Kepler-1212,5996.17,0.21104,1.11,1.18147,4.33854,-0.235,,3.119443954824952,8.6155201,1,15.0235,,1,0,0,False
Kepler-1213,6076.29,0.39455,1.14,1.42119,4.18967,-0.05,,2.9073103003010083,5.4593837,1,13.342,,1,0,0,False
Kepler-1214,5130.0,-0.40046071560156027,0.85,0.8,4.57,0.05,4.68,2.862862740254372,11.6042975,1,15.2226,,1,0,0,False
Kepler-1215,5616.0,-0.11243585643784686,0.95,0.93,4.48,0.01,4.79,2.820215913826949,5.5298545,1,14.4254,,1,0,0,False
Kepler-1216,5743.0,-0.028102733523056995,0.99,0.98,4.46,0.03,4.07,3.099804904739694,10.8912108,1,15.107,,1,0,0,False
Kepler-1217,5905.0,0.10461696873932136,1.06,1.08,4.4,0.07,3.8,3.129596450842302,2.2379739,1,15.2415,,1,0,0,False
Kepler-1218,5861.91,0.36296,1.06,1.47249,4.12727,-0.1117,,2.9245392679017486,19.4818242,1,13.5511,,1,0,0,False
Kepler-1219,5944.0,0.6248085128378151,1.25,1.94,3.97,0.05,4.37,2.9449241449180215,6.151657,1,12.2321,,1,0,0,False
Kepler-1220,5842.0,0.010406449712510967,1.0,0.99,4.45,-0.04,3.63,2.98313308519869,5.5614744,1,14.9649,,1,0,0,False
Kepler-1221,5194.0,-0.3574746640921438,0.87,0.82,4.55,0.09,4.57,2.9607798585571024,9.6667336,1,15.5804,,1,0,0,False
Kepler-1222,5239.0,-0.36393658225704045,0.84,0.8,4.56,-0.04,4.37,2.6182761722277546,13.419514,1,14.0908,,1,0,0,False
Kepler-1223,4870.0,-0.5468717783907753,0.8,0.75,4.6,0.04,3.63,2.6627172326911093,17.1831356,1,14.6119,,1,0,0,False
Kepler-1224,6155.0,0.28252174038612426,1.18,1.22,4.34,0.14,2.34,2.747876153656609,3.1530332,1,12.825,,1,0,0,False
Kepler-1225,6164.96,0.33289,1.17,1.286,4.28777,-0.092,,3.129535219740171,8.5580979,1,14.632,,1,0,0,False
Kepler-1226,5923.0,0.06025712405489648,1.02,1.02,4.43,-0.08,3.72,3.0514303820102207,4.4089436,1,14.1497,,1,0,0,False
Kepler-1227,5747.0,-0.05389815092022656,0.97,0.95,4.47,-0.04,4.17,2.79497992194813,12.2010896,1,14.1758,,1,0,0,False
Kepler-1228,4914.65,-0.5546,0.806,0.728395,4.61967,-0.652,,2.712189071615235,50.3022998,1,14.8612,,1,0,0,False
Kepler-1229,3577.0,-1.533,0.48,0.45,4.811,0.16,1.5,2.424035080725663,22.0302647,1,15.5104,,1,1,1,False
Kepler-1230,5961.0,0.12101384825909713,1.06,1.08,4.4,0.01,3.47,3.134884412169157,7.5788054,1,15.2743,,1,0,0,False
Kepler-1231,5778.0,0.0,1.01,1.0,4.44,0.06,4.17,2.9944214236287015,9.3467597,1,14.714,,1,0,0,False
Kepler-1232,5471.0,-0.19606327763301,0.92,0.89,4.51,0.06,4.79,2.801311078093289,10.4434458,1,14.7619,,1,0,0,False
Kepler-1233,6198.0,0.3157161635964572,1.16,1.25,4.3,0.02,2.88,3.0714032835314686,1.2416108,1,14.6594,,1,0,0,False
